iso3c,gdp_pc_usd,trade_open,inflation,remit_pct_gdp,fdi_pct_gdp,credit_priv_pct_gdp
IDN,4534.689821738928,40.51010760875086,2.8401732921792373,0.9799433210219519,1.7540775849997239,36.67282774627522
MYS,11171.014735252866,133.35204877873,1.808012938395958,0.40836134834255366,3.1964689617174384,121.51073473388541
PHL,3609.7897253955816,65.47785911455053,4.266426150356566,9.206540350829481,2.250146453098422,49.7949504888907
SGP,81570.31490589061,328.32328178180217,3.0996360690263094,0.0,27.90631398621834,129.190831594566
THA,7098.488260861011,122.70225183907738,1.7235270226311434,1.787806525987492,1.5560960361354674,156.5616107838562
VNM,4085.314294623096,174.47334651736975,3.017228595959184,3.245555557077875,4.331798706104822,121.58990916931732
